Area;Year;Month;Labor Force;Employed;Unemployed;Unemployment Rate                                                                                                                                                                      
Erie County;2006;7;476400;452000;24400;05. Jan
Erie County;2006;8;476600;454000;22600;04. Jul
Erie County;2006;9;467800;446100;21700;04. Jun
Erie County;2006;10;465900;445700;20300;04. MŠr
Erie County;2006;11;468000;447600;20400;04. Apr
Erie County;2006;12;469000;447800;21100;04. Mai
Erie County;2005;1;467800;439700;28100;6.0
Erie County;2005;2;467400;439100;28300;06. Jan
Erie County;2005;3;464100;440000;24200;05. Feb
Erie County;2005;4;467300;443100;24200;05. Feb
Erie County;2005;5;470600;446700;23900;05. Jan
Erie County;2005;6;475900;451200;24800;05. Feb
Erie County;2005;7;475300;449600;25700;05. Apr
Erie County;2005;8;476500;453300;23200;04. Sep
Erie County;2005;9;474500;451100;23400;04. Sep
Erie County;2005;10;476500;455000;21400;04. Mai
Erie County;2005;11;474200;450200;23900;5.0
Erie County;2005;12;473700;450400;23300;04. Sep
Erie County;2004;1;470400;437900;32500;06. Sep
Erie County;2004;2;468700;437700;30900;06. Jun
Erie County;2004;3;468900;438300;30600;06. Mai
Erie County;2004;4;465500;437500;28000;6.0
Erie County;2004;5;467200;441600;25500;05. Mai
Erie County;2004;6;475000;447700;27300;05. Jul
Erie County;2004;7;475800;448200;27600;05. Aug
Erie County;2004;8;474700;449300;25400;05. Apr
Erie County;2004;9;468900;444800;24100;05. Jan
Erie County;2004;10;471400;447900;23500;5.0
Erie County;2004;11;472400;447500;24800;05. MŠr
Erie County;2004;12;473100;447000;26200;05. Mai
Erie County;2003;1;470500;441400;29100;06. Feb
Erie County;2003;2;470000;441100;28900;06. Jan
Erie County;2003;3;468900;441400;27500;05. Sep
Erie County;2003;4;468100;442300;25800;05. Mai
Erie County;2003;5;468100;442300;25800;05. Mai
Erie County;2003;6;477600;449600;27900;05. Aug
Erie County;2003;7;472900;444700;28200;6.0
Erie County;2003;8;471300;444100;27200;05. Aug
Erie County;2003;9;465400;439100;26300;05. Jul
Erie County;2003;10;467500;441700;25800;05. Mai
Erie County;2003;11;469500;442200;27300;05. Aug
Erie County;2003;12;468600;441300;27300;05. Aug
Erie County;2002;1;463300;433400;29900;06. Apr
Erie County;2002;2;467500;437100;30400;06. Mai
Erie County;2002;3;466000;437400;28600;06. Jan
Erie County;2002;4;465000;438900;26100;05. Jun
Erie County;2002;5;468700;444300;24400;05. Feb
Erie County;2002;6;475600;450500;25100;05. MŠr
Erie County;2002;7;477000;451200;25800;05. Apr
Erie County;2002;8;478800;454800;24000;5.0
Erie County;2002;9;470200;447500;22700;04. Aug
Erie County;2002;10;471600;449900;21700;04. Jun
Erie County;2002;11;468000;444300;23800;05. Jan
Erie County;2002;12;471100;445800;25300;05. Apr
Erie County;2001;1;463000;440400;22500;04. Sep
Erie County;2001;2;459900;437800;22100;04. Aug
Erie County;2001;3;459400;438800;20500;04. Mai
Erie County;2001;4;454600;435100;19500;04. MŠr
Erie County;2001;5;458200;439400;18800;04. Jan
Erie County;2001;6;464600;444600;20000;04. MŠr
Erie County;2001;7;464700;443300;21300;04. Jun
Erie County;2001;8;462200;440700;21500;04. Jun
Erie County;2001;9;457700;436600;21000;04. Jun
Erie County;2001;10;460800;438700;22100;04. Aug
Erie County;2001;11;459800;436300;23400;05. Jan
Erie County;2001;12;460500;435100;25500;05. Mai
Erie County;2000;1;469300;445700;23600;5.0
Erie County;2000;2;468100;444900;23300;5.0
Erie County;2000;3;465100;443800;21300;04. Jun
Erie County;2000;4;463400;445100;18300;03. Sep
Erie County;2000;5;464300;446200;18100;03. Sep
Erie County;2000;6;471300;452700;18600;4.0
Erie County;2000;7;472500;453000;19500;04. Jan
Erie County;2000;8;472800;453600;19200;04. Jan
Erie County;2000;9;461300;443100;18200;03. Sep
Erie County;2000;10;464900;447900;17000;03. Jul
Erie County;2000;11;464200;446100;18000;03. Sep
Erie County;2000;12;463900;445300;18600;4.0
Erie County;1999;1;465900;438500;27400;05. Sep
Erie County;1999;2;466300;438400;27800;6.0
Erie County;1999;3;466600;440500;26100;05. Jun
Erie County;1999;4;461200;437700;23500;05. Jan
Erie County;1999;5;466700;444200;22500;04. Aug
Erie County;1999;6;475000;450100;24900;05. Feb
Erie County;1999;7;476700;450300;26400;05. Mai
Erie County;1999;8;474400;450300;24100;05. Jan
Erie County;1999;9;463800;441500;22300;04. Aug
Erie County;1999;10;466200;445900;20300;04. MŠr
Erie County;1999;11;465900;445300;20600;04. Apr
Erie County;1999;12;464600;443800;20800;04. Mai
Erie County;1998;1;471600;444100;27500;05. Aug
Erie County;1998;2;471500;443800;27700;05. Sep
Erie County;1998;3;471300;445000;26300;05. Jun
Erie County;1998;4;467500;444000;23400;5.0
Erie County;1998;5;472000;449300;22700;04. Aug
Erie County;1998;6;479000;455300;23700;04. Sep
Erie County;1998;7;482100;450800;31300;06. Mai
Erie County;1998;8;479000;455800;23200;04. Aug
Erie County;1998;9;470400;448200;22300;04. Jul
Erie County;1998;10;470000;450300;19800;04. Feb
Erie County;1998;11;470500;450000;20600;04. Apr
Erie County;1998;12;469900;448900;21000;04. Mai
Erie County;1997;1;468700;442500;26200;05. Jun
Erie County;1997;2;469500;443100;26400;05. Jun
Erie County;1997;3;472700;447200;25500;05. Apr
Erie County;1997;4;470500;448100;22400;04. Aug
Erie County;1997;5;476900;454800;22200;04. Jun
Erie County;1997;6;483900;459900;23900;04. Sep
Erie County;1997;7;488300;462500;25900;05. MŠr
Erie County;1997;8;485300;460700;24600;05. Jan
Erie County;1997;9;475400;451500;23800;5.0
Erie County;1997;10;475000;452900;22100;04. Jul
Erie County;1997;11;475100;452700;22400;04. Jul
Erie County;1997;12;474900;451700;23200;04. Sep
Erie County;1996;1;460500;434400;26100;05. Jul
Erie County;1996;2;460800;434700;26100;05. Jul
Erie County;1996;3;460700;435800;24900;05. Apr
Erie County;1996;4;458500;434400;24100;05. MŠr
Erie County;1996;5;464300;441900;22400;04. Aug
Erie County;1996;6;472400;450400;22100;04. Jul
Erie County;1996;7;479900;455300;24500;05. Jan
Erie County;1996;8;476800;455000;21800;04. Jun
Erie County;1996;9;468100;448300;19800;04. Feb
Erie County;1996;10;471000;451400;19600;04. Feb
Erie County;1996;11;469800;449400;20400;04. MŠr
Erie County;1996;12;470200;449800;20400;04. MŠr
Erie County;1995;1;465000;436700;28200;06. Jan
Erie County;1995;2;465500;438300;27300;05. Sep
Erie County;1995;3;464400;439000;25400;05. Mai
Erie County;1995;4;463600;438200;25400;05. Mai
Erie County;1995;5;462700;439600;23100;5.0
Erie County;1995;6;471500;447600;24000;05. Jan
Erie County;1995;7;478800;452700;26000;05. Apr
Erie County;1995;8;472600;447600;25100;05. MŠr
Erie County;1995;9;462100;439200;22900;04. Sep
Erie County;1995;10;464200;443500;20700;04. Mai
Erie County;1995;11;464300;443000;21300;04. Jun
Erie County;1995;12;462000;440100;21900;04. Jul
Erie County;1994;1;470200;436900;33300;07. Jan
Erie County;1994;2;469400;436500;32900;7.0
Erie County;1994;3;467000;436000;31000;06. Jun
Erie County;1994;4;463300;435200;28100;06. Jan
Erie County;1994;5;467400;441200;26200;05. Jun
Erie County;1994;6;474300;446400;27900;05. Sep
Erie County;1994;7;481800;452000;29800;06. Feb
Erie County;1994;8;476900;449300;27600;05. Aug
Erie County;1994;9;467300;443100;24200;05. Feb
Erie County;1994;10;468700;445500;23200;5.0
Erie County;1994;11;467900;444500;23400;5.0
Erie County;1994;12;468200;445100;23200;5.0
Erie County;1993;1;470300;434400;35900;07. Jun
Erie County;1993;2;470200;434100;36100;07. Jul
Erie County;1993;3;469700;437000;32800;7.0
Erie County;1993;4;466100;435300;30800;06. Jun
Erie County;1993;5;470700;440600;30100;06. Apr
Erie County;1993;6;480500;448600;31900;06. Jun
Erie County;1993;7;484100;449000;35000;07. Feb
Erie County;1993;8;476900;445800;31100;06. Mai
Erie County;1993;9;466400;437400;29000;06. Feb
Erie County;1993;10;468300;439800;28500;06. Jan
Erie County;1993;11;469000;441200;27800;05. Sep
Erie County;1993;12;468600;440800;27800;05. Sep
Erie County;1992;1;471900;432800;39100;08. MŠr
Erie County;1992;2;471100;430600;40500;08. Jun
Erie County;1992;3;469700;432000;37700;8.0
Erie County;1992;4;469700;434700;35000;07. Mai
Erie County;1992;5;473600;439900;33800;07. Jan
Erie County;1992;6;483900;448100;35900;07. Apr
Erie County;1992;7;488800;451300;37600;07. Jul
Erie County;1992;8;485100;449300;35800;07. Apr
Erie County;1992;9;473500;440200;33300;7.0
Erie County;1992;10;469100;439200;29800;06. Apr
Erie County;1992;11;472200;440800;31500;06. Jul
Erie County;1992;12;473900;442500;31400;06. Jun
Erie County;1991;1;474100;440400;33600;07. Jan
Erie County;1991;2;476200;439000;37100;07. Aug
Erie County;1991;3;474300;438300;36100;07. Jun
Erie County;1991;4;474400;441800;32600;06. Sep
Erie County;1991;5;477300;443700;33600;7.0
Erie County;1991;6;485400;452100;33300;06. Sep
Erie County;1991;7;489600;455300;34300;7.0
Erie County;1991;8;484000;451200;32800;06. Aug
Erie County;1991;9;472500;442400;30100;06. Apr
Erie County;1991;10;473400;444000;29400;06. Feb
Erie County;1991;11;471700;440400;31300;06. Jun
Erie County;1991;12;472000;438300;33700;07. Jan
Erie County;1990;1;470500;441200;29400;06. Feb
Erie County;1990;2;473900;446100;27800;05. Sep
Erie County;1990;3;474100;449200;24800;05. Feb
Erie County;1990;4;474600;450200;24400;05. Jan
Erie County;1990;5;476800;454500;22400;04. Jul
Erie County;1990;6;487400;464600;22800;04. Jul
Erie County;1990;7;493500;468200;25300;05. Jan
Erie County;1990;8;489600;464900;24600;5.0
Erie County;1990;9;478600;454700;23900;5.0
Erie County;1990;10;479300;456100;23200;04. Aug
Erie County;1990;11;478500;453600;24900;05. Feb
Erie County;1990;12;477200;450100;27100;05. Jul
Kings County;2022;1;1214300;1115500;98800;08. Jan
Kings County;2022;2;1215400;1125700;89600;07. Apr
Kings County;2022;3;1214300;1134700;79500;06. Jun
Kings County;2022;4;1201700;1129400;72300;6.0
Kings County;2022;5;1202500;1134900;67600;05. Jun
Kings County;2022;6;1203100;1133200;69900;05. Aug
Kings County;2022;7;1208700;1138600;70100;05. Aug
Kings County;2022;8;1205900;1139400;66500;05. Mai
Kings County;2022;9;1198400;1141000;57400;04. Aug
Kings County;2022;10;1211000;1147200;63700;05. MŠr
Kings County;2022;11;1208900;1145700;63200;05. Feb
Kings County;2022;12;1210800;1148500;62300;05. Jan
Kings County;2021;1;1199400;1041800;157600;13. Jan
Kings County;2021;2;1209400;1056200;153200;12. Jul
Kings County;2021;3;1214800;1072000;142800;11. Aug
Kings County;2021;4;1209200;1072500;136700;11. MŠr
Kings County;2021;5;1196100;1070900;125200;10. Mai
Kings County;2021;6;1212600;1077000;135600;11. Feb
Kings County;2021;7;1218200;1086200;132000;10. Aug
Kings County;2021;8;1213700;1088000;125700;10. Apr
Kings County;2021;9;1199900;1092300;107600;9.0
Kings County;2021;10;1207300;1105000;102300;08. Mai
Kings County;2021;11;1204000;1109400;94700;07. Sep
Kings County;2021;12;1203500;1110400;93100;07. Jul
Kings County;2020;1;1260500;1207800;52700;04. Feb
Kings County;2020;2;1271800;1217300;54400;04. MŠr
Kings County;2020;3;1265100;1196100;68900;05. Apr
Kings County;2020;4;1091300;956200;135100;12. Apr
Kings County;2020;5;1145600;896200;249400;21. Aug
Kings County;2020;6;1193700;985700;208000;17. Apr
Kings County;2020;7;1209900;995600;214300;17. Jul
Kings County;2020;8;1203900;1020100;183900;15. MŠr
Kings County;2020;9;1191700;1017600;174100;14. Jun
Kings County;2020;10;1200700;1041000;159700;13. MŠr
Kings County;2020;11;1197100;1046000;151200;12. Jun
Kings County;2020;12;1194000;1048100;146000;12. Feb
Kings County;2019;1;1251200;1190200;61000;04. Sep
Kings County;2019;2;1260000;1202900;57100;04. Mai
Kings County;2019;3;1260600;1207500;53100;04. Feb
Kings County;2019;4;1249600;1202300;47200;03. Aug
Kings County;2019;5;1244300;1195100;49200;4.0
Kings County;2019;6;1250600;1199700;51000;04. Jan
Kings County;2019;7;1255500;1200400;55100;04. Apr
Kings County;2019;8;1252200;1198700;53500;04. MŠr
Kings County;2019;9;1249200;1202600;46600;03. Jul
Kings County;2019;10;1258100;1208000;50200;4.0
Kings County;2019;11;1249100;1203300;45900;03. Jul
Kings County;2019;12;1248700;1206000;42700;03. Apr
Kings County;2018;1;1256200;1197800;58300;04. Jun
Kings County;2018;2;1269800;1212400;57400;04. Mai
Kings County;2018;3;1265000;1210500;54500;04. MŠr
Kings County;2018;4;1255900;1205800;50100;4.0
Kings County;2018;5;1248800;1202600;46200;03. Jul
Kings County;2018;6;1258000;1203400;54500;04. MŠr
Kings County;2018;7;1258400;1201200;57200;04. Mai
Kings County;2018;8;1251000;1194900;56100;04. Mai
Kings County;2018;9;1245000;1194500;50500;04. Jan
Kings County;2018;10;1256900;1205700;51200;04. Jan
Kings County;2018;11;1248100;1198800;49300;4.0
Kings County;2018;12;1254200;1202900;51300;04. Jan
Kings County;2017;1;1257000;1193000;64000;05. Jan
Kings County;2017;2;1269700;1206600;63100;5.0
Kings County;2017;3;1273300;1216500;56800;04. Mai
Kings County;2017;4;1262800;1208800;54000;04. MŠr
Kings County;2017;5;1259500;1203700;55700;04. Apr
Kings County;2017;6;1265200;1207300;57900;04. Jun
Kings County;2017;7;1278300;1213400;64900;05. Jan
Kings County;2017;8;1265200;1201000;64200;05. Jan
Kings County;2017;9;1269800;1210900;58900;04. Jun
Kings County;2017;10;1265300;1208800;56500;04. Mai
Kings County;2017;11;1257400;1205100;52200;04. Feb
Kings County;2017;12;1252100;1200800;51300;04. Jan
Kings County;2016;1;1202500;1134900;67600;05. Jun
Kings County;2016;2;1213900;1147100;66800;05. Mai
Kings County;2016;3;1214100;1149100;65000;05. Apr
Kings County;2016;4;1199500;1140700;58800;04. Sep
Kings County;2016;5;1194900;1137300;57600;04. Aug
Kings County;2016;6;1202000;1137900;64000;05. MŠr
Kings County;2016;7;1212800;1142300;70500;05. Aug
Kings County;2016;8;1210200;1140900;69300;05. Jul
Kings County;2016;9;1207100;1141000;66100;05. Mai
Kings County;2016;10;1209000;1143800;65100;05. Apr
Kings County;2016;11;1204500;1146200;58400;04. Aug
Kings County;2016;12;1204300;1150100;54200;04. Mai
Kings County;2015;1;1213600;1130000;83600;06. Sep
Kings County;2015;2;1220000;1138800;81100;06. Jul
Kings County;2015;3;1216700;1143200;73500;6.0
Kings County;2015;4;1211700;1141900;69800;05. Aug
Kings County;2015;5;1212400;1141300;71200;05. Sep
Kings County;2015;6;1209200;1139100;70000;05. Aug
Kings County;2015;7;1215800;1143400;72400;6.0
Kings County;2015;8;1208300;1139700;68600;05. Jul
Kings County;2015;9;1194500;1133000;61500;05. Feb
Kings County;2015;10;1204000;1140700;63300;05. MŠr
Kings County;2015;11;1202100;1138600;63400;05. MŠr
Kings County;2015;12;1204300;1142800;61500;05. Jan
Kings County;2014;1;1210500;1106200;104300;08. Jun
Kings County;2014;2;1220400;1114600;105800;08. Jul
Kings County;2014;3;1220900;1120400;100500;08. Feb
Kings County;2014;4;1204900;1117500;87500;07. MŠr
Kings County;2014;5;1209600;1118700;90900;07. Mai
Kings County;2014;6;1217700;1126800;90900;07. Mai
Kings County;2014;7;1221100;1125600;95500;07. Aug
Kings County;2014;8;1214900;1124300;90600;07. Mai
Kings County;2014;9;1205900;1124600;81400;06. Jul
Kings County;2014;10;1217900;1136000;81900;06. Jul
Kings County;2014;11;1211000;1129900;81100;06. Jul
Kings County;2014;12;1209400;1134800;74600;06. Feb
Kings County;2013;1;1201200;1077200;123900;10. MŠr
Kings County;2013;2;1203700;1085200;118500;09. Aug
Kings County;2013;3;1197100;1086900;110200;09. Feb
Kings County;2013;4;1197800;1093000;104800;08. Jul
Kings County;2013;5;1202600;1091700;111000;09. Feb
Kings County;2013;6;1210500;1093800;116700;09. Jun
Kings County;2013;7;1221900;1102400;119500;09. Aug
Kings County;2013;8;1215800;1098300;117600;09. Jul
Kings County;2013;9;1207000;1095000;112000;09. MŠr
Kings County;2013;10;1210100;1096300;113800;09. Apr
Kings County;2013;11;1206500;1101600;104800;08. Jul
Kings County;2013;12;1201400;1103500;98000;08. Feb
Kings County;2012;1;1176100;1054900;121200;10. MŠr
Kings County;2012;2;1187700;1064700;123000;10. Apr
Kings County;2012;3;1188900;1070300;118500;10.0
Kings County;2012;4;1179500;1069400;110000;09. MŠr
Kings County;2012;5;1184800;1069500;115200;09. Jul
Kings County;2012;6;1191600;1071200;120400;10. Jan
Kings County;2012;7;1201300;1075400;125800;10. Mai
Kings County;2012;8;1192800;1072100;120600;10. Jan
Kings County;2012;9;1189200;1077300;111800;09. Apr
Kings County;2012;10;1198100;1082000;116100;09. Jul
Kings County;2012;11;1189700;1078200;111400;09. Apr
Kings County;2012;12;1197600;1084600;113000;09. Apr
Kings County;2011;1;1171600;1055900;115800;09. Sep
Kings County;2011;2;1172800;1059500;113300;09. Jul
Kings County;2011;3;1173300;1065500;107700;09. Feb
Kings County;2011;4;1167200;1062700;104500;9.0
Kings County;2011;5;1167900;1061100;106800;09. Jan
Kings County;2011;6;1168900;1057200;111700;09. Jun
Kings County;2011;7;1178800;1061500;117300;09. Sep
Kings County;2011;8;1183000;1065800;117100;09. Sep
Kings County;2011;9;1175200;1060100;115100;09. Aug
Kings County;2011;10;1180800;1063400;117400;09. Sep
Kings County;2011;11;1175000;1061000;114000;09. Jul
Kings County;2011;12;1177100;1064000;113100;09. Jun
Kings County;2010;1;1168800;1043000;125800;10. Aug
Kings County;2010;2;1178100;1054000;124100;10. Mai
Kings County;2010;3;1176500;1055900;120600;10. Feb
Kings County;2010;4;1180000;1063200;116800;09. Sep
Kings County;2010;5;1170400;1056900;113500;09. Jul
Kings County;2010;6;1173400;1057100;116300;09. Sep
Kings County;2010;7;1179600;1059100;120500;10. Feb
Kings County;2010;8;1179700;1060600;119100;10. Jan
Kings County;2010;9;1168200;1054500;113700;09. Jul
Kings County;2010;10;1167900;1054800;113100;09. Jul
Kings County;2010;11;1163100;1049800;113300;09. Jul
Kings County;2010;12;1163900;1055900;108000;09. MŠr
Kings County;2009;1;1126200;1033900;92300;08. Feb
Kings County;2009;2;1135500;1035400;100200;08. Aug
Kings County;2009;3;1116900;1016100;100800;9.0
Kings County;2009;4;1113600;1013300;100300;9.0
Kings County;2009;5;1111100;1006400;104700;09. Apr
Kings County;2009;6;1122600;1009900;112700;10.0
Kings County;2009;7;1139300;1019300;120000;10. Mai
Kings County;2009;8;1132800;1011300;121500;10. Jul
Kings County;2009;9;1118100;999400;118700;10. Jun
Kings County;2009;10;1127300;1004600;122700;10. Sep
Kings County;2009;11;1123400;1003900;119500;10. Jun
Kings County;2009;12;1120100;1000800;119200;10. Jun
Kings County;2008;1;1101600;1036700;64900;05. Sep
Kings County;2008;2;1104600;1042900;61800;05. Jun
Kings County;2008;3;1100200;1042100;58100;05. MŠr
Kings County;2008;4;1099000;1045600;53400;04. Sep
Kings County;2008;5;1097600;1039700;57900;05. MŠr
Kings County;2008;6;1109600;1047600;62000;05. Jun
